numero_pedido,numero_linha_pedido,status_pedido,id_trimestre,id_mes,id_ano,linha_produto,codigo_produto,preco_sugerido,quantidade_solicitada,preco_unitario,valor_total,porte_negocio,nome_cliente,data
10247,6,Enviado,2,5,2004,Trens,S32_3207,62,40,49.71,1988.4,Pequeno,Suominen Souveniers,05-05-2004
10272,6,Enviado,3,7,2004,Trens,S32_3207,62,45,64.63,2908.35,Pequeno,Diecast Classics Inc.,20-07-2004
10282,9,Enviado,3,8,2004,Trens,S32_3207,62,36,59.65,2147.4,Pequeno,Mini Gifts Distributors Ltd.,20-08-2004
10292,3,Enviado,3,9,2004,Trens,S32_3207,62,31,67.73,2099.63,Pequeno,Land of Toys Inc.,08-09-2004
10306,17,Enviado,4,10,2004,Trens,S32_3207,62,46,50.33,2315.18,Pequeno,"AV Stores, Co.",14-10-2004
10314,9,Enviado,4,10,2004,Trens,S32_3207,62,35,66.49,2327.15,Pequeno,Heintze Collectables,22-10-2004
10325,2,Enviado,4,11,2004,Trens,S32_3207,62,28,100.0,5377.4,Médio,Baane Mini Imports,05-11-2004
10336,9,Enviado,4,11,2004,Trens,S32_3207,62,31,84.71,2626.01,Pequeno,"La Corne D'abondance, Co.",20-11-2004
10350,14,Enviado,4,12,2004,Trens,S32_3207,62,27,100.0,4406.4,Médio,Euro Shopping Channel,02-12-2004
10359,1,Enviado,4,12,2004,Trens,S32_3207,62,22,100.0,4301.22,Médio,Reims Collectables,15-12-2004
10371,11,Enviado,1,1,2005,Trens,S32_3207,62,30,99.55,2986.5,Pequeno,Mini Gifts Distributors Ltd.,23-01-2005
10383,8,Enviado,1,2,2005,Trens,S32_3207,62,44,36.07,1587.08,Pequeno,Euro Shopping Channel,22-02-2005
10394,4,Enviado,1,3,2005,Trens,S32_3207,62,30,60.28,1808.4,Pequeno,Euro Shopping Channel,15-03-2005
10413,6,Enviado,2,5,2005,Trens,S32_3207,62,24,49.71,1193.04,Pequeno,Gift Depot Inc.,05-05-2005
10103,7,Enviado,1,1,2003,Caminhões e Ônibus,S32_3522,64,45,75.63,3403.35,Médio,Baane Mini Imports,29-01-2003
10113,1,Enviado,1,3,2003,Caminhões e Ônibus,S32_3522,64,23,68.52,1575.96,Pequeno,Mini Gifts Distributors Ltd.,26-03-2003
10126,7,Enviado,2,5,2003,Caminhões e Ônibus,S32_3522,64,26,62.7,1630.2,Pequeno,"Corrida Auto Replicas, Ltd",28-05-2003
10140,7,Enviado,3,7,2003,Caminhões e Ônibus,S32_3522,64,28,60.76,1701.28,Pequeno,Technics Stores Inc.,24-07-2003
10150,4,Enviado,3,9,2003,Caminhões e Ônibus,S32_3522,64,49,58.18,2850.82,Pequeno,"Dragon Souveniers, Ltd.",19-09-2003
10164,5,Resolvido,4,10,2003,Caminhões e Ônibus,S32_3522,64,49,54.94,2692.06,Pequeno,Mini Auto Werke,21-10-2003
10175,12,Enviado,4,11,2003,Caminhões e Ônibus,S32_3522,64,29,74.98,2174.42,Pequeno,"Stylish Desk Decors, Co.",06-11-2003
10183,4,Enviado,4,11,2003,Caminhões e Ônibus,S32_3522,64,49,64.64,3167.36,Médio,"Classic Gift Ideas, Inc",13-11-2003
10194,7,Enviado,4,11,2003,Caminhões e Ônibus,S32_3522,64,39,54.94,2142.66,Pequeno,"Saveley & Henriot, Co.",25-11-2003
10206,2,Enviado,4,12,2003,Caminhões e Ônibus,S32_3522,64,36,58.82,2117.52,Pequeno,Canadian Gift Exchange Network,05-12-2003
10217,7,Enviado,1,2,2004,Caminhões e Ônibus,S32_3522,64,39,62.05,2419.95,Pequeno,Handji Gifts& Co,04-02-2004
10229,12,Enviado,1,3,2004,Caminhões e Ônibus,S32_3522,64,30,73.04,2191.2,Pequeno,Mini Gifts Distributors Ltd.,11-03-2004
10245,5,Enviado,2,5,2004,Caminhões e Ônibus,S32_3522,64,44,69.16,3043.04,Médio,Super Scale Inc.,04-05-2004
10258,2,Enviado,2,6,2004,Caminhões e Ônibus,S32_3522,64,20,61.41,1228.2,Pequeno,"Tokyo Collectables, Ltd",15-06-2004
10270,5,Enviado,3,7,2004,Caminhões e Ônibus,S32_3522,64,21,63.35,1330.35,Pequeno,Souveniers And Things Co.,19-07-2004
10281,12,Enviado,3,8,2004,Caminhões e Ônibus,S32_3522,64,36,77.57,2792.52,Pequeno,Diecast Classics Inc.,19-08-2004
10291,7,Enviado,3,9,2004,Caminhões e Ônibus,S32_3522,64,32,71.75,2296.0,Pequeno,Scandinavian Gift Ideas,08-09-2004
10304,2,Enviado,4,10,2004,Caminhões e Ônibus,S32_3522,64,36,73.04,2629.44,Pequeno,Auto Assoc. & Cie.,11-10-2004
10313,10,Enviado,4,10,2004,Caminhões e Ônibus,S32_3522,64,34,56.24,1912.16,Pequeno,Canadian Gift Exchange Network,22-10-2004
10324,4,Enviado,4,11,2004,Caminhões e Ônibus,S32_3522,64,48,100.0,8209.44,Grande,Vitachrome Inc.,05-11-2004
10333,4,Enviado,4,11,2004,Caminhões e Ônibus,S32_3522,64,33,73.69,2431.77,Pequeno,Mini Wheels Co.,18-11-2004
10348,5,Enviado,4,11,2004,Caminhões e Ônibus,S32_3522,64,31,100.0,3139.99,Médio,"Corrida Auto Replicas, Ltd",01-11-2004
10358,2,Enviado,4,12,2004,Caminhões e Ônibus,S32_3522,64,36,100.0,5669.64,Médio,Euro Shopping Channel,10-12-2004
10370,3,Enviado,1,1,2005,Caminhões e Ônibus,S32_3522,64,25,100.0,3160.25,Médio,"Anna's Decorations, Ltd",20-01-2005
10382,8,Enviado,1,2,2005,Caminhões e Ônibus,S32_3522,64,48,100.0,6799.68,Médio,Mini Gifts Distributors Ltd.,17-02-2005
10411,5,Enviado,2,5,2005,Caminhões e Ônibus,S32_3522,64,27,69.16,1867.32,Pequeno,Quebec Home Shopping Network,01-05-2005
10424,2,Em processamento,2,5,2005,Caminhões e Ônibus,S32_3522,64,44,61.41,2702.04,Pequeno,Euro Shopping Channel,31-05-2005
10106,5,Enviado,1,2,2003,Carros Antigos,S32_4289,68,33,72.92,2406.36,Pequeno,Rovelli Gifts,17-02-2003
10120,11,Enviado,2,4,2003,Carros Antigos,S32_4289,68,29,72.23,2094.67,Pequeno,"Australian Collectors, Co.",29-04-2003
10133,6,Enviado,2,6,2003,Carros Antigos,S32_4289,68,49,57.1,2797.9,Pequeno,Euro Shopping Channel,27-06-2003
10144,1,Enviado,3,8,2003,Carros Antigos,S32_4289,68,20,81.86,1637.2,Pequeno,Royale Belge,13-08-2003
10168,12,Enviado,4,10,2003,Carros Antigos,S32_4289,68,31,73.61,2281.91,Pequeno,Technics Stores Inc.,28-10-2003
10210,10,Enviado,1,1,2004,Carros Antigos,S32_4289,68,39,59.16,2307.24,Pequeno,Osaka Souveniers Co.,12-01-2004
10223,12,Enviado,1,2,2004,Carros Antigos,S32_4289,68,20,66.04,1320.8,Pequeno,"Australian Collectors, Co.",20-02-2004
10235,6,Enviado,2,4,2004,Carros Antigos,S32_4289,68,34,77.73,2642.82,Pequeno,"Royal Canadian Collectables, Ltd.",02-04-2004
10250,7,Enviado,2,5,2004,Carros Antigos,S32_4289,68,50,61.22,3061.0,Médio,The Sharp Gifts Warehouse,11-05-2004
10262,2,Cancelado,2,6,2004,Carros Antigos,S32_4289,68,40,79.11,3164.4,Médio,Euro Shopping Channel,24-06-2004
10275,12,Enviado,3,7,2004,Carros Antigos,S32_4289,68,28,63.97,1791.16,Pequeno,La Rochelle Gifts,23-07-2004
10284,4,Enviado,3,8,2004,Carros Antigos,S32_4289,68,50,81.86,4093.0,Médio,"Norway Gifts By Mail, Co.",21-08-2004
10297,7,Enviado,3,9,2004,Carros Antigos,S32_4289,68,28,79.8,2234.4,Pequeno,"Clover Collections, Co.",16-09-2004
10308,10,Enviado,4,10,2004,Carros Antigos,S32_4289,68,46,66.04,3037.84,Médio,Mini Classics,15-10-2004
10316,2,Enviado,4,11,2004,Carros Antigos,S32_4289,68,24,59.16,1419.84,Pequeno,giftsbymail.co.uk,01-11-2004
10328,5,Enviado,4,11,2004,Carros Antigos,S32_4289,68,24,81.17,1948.08,Pequeno,Rovelli Gifts,12-11-2004
10340,3,Enviado,4,11,2004,Carros Antigos,S32_4289,68,39,59.16,2307.24,Pequeno,Enaco Distributors,24-11-2004
10353,7,Enviado,4,12,2004,Carros Antigos,S32_4289,68,40,44.51,1780.4,Pequeno,Gift Ideas Corp.,04-12-2004
10361,2,Enviado,4,12,2004,Carros Antigos,S32_4289,68,49,72.33,3544.17,Médio,Souveniers And Things Co.,17-12-2004
10375,4,Enviado,1,2,2005,Carros Antigos,S32_4289,68,44,82.26,3619.44,Médio,La Rochelle Gifts,03-02-2005
10388,8,Enviado,1,3,2005,Carros Antigos,S32_4289,68,35,100.0,3918.95,Médio,FunGiftIdeas.com,03-03-2005
10398,4,Enviado,1,3,2005,Carros Antigos,S32_4289,68,22,67.41,1483.02,Pequeno,Reims Collectables,30-03-2005
10401,6,Em espera,2,4,2005,Carros Antigos,S32_4289,68,62,77.73,4819.26,Médio,Tekni Collectables Inc.,03-04-2005
10416,7,Enviado,2,5,2005,Carros Antigos,S32_4289,68,26,61.22,1591.72,Pequeno,L'ordine Souveniers,10-05-2005
10108,16,Enviado,1,3,2003,Motos,S32_4485,102,31,100.0,3669.78,Médio,Cruz & Sons Co.,03-03-2003
10121,3,Enviado,2,5,2003,Motos,S32_4485,102,25,86.74,2168.5,Pequeno,Reims Collectables,07-05-2003
10135,17,Enviado,3,7,2003,Motos,S32_4485,102,30,89.8,2694.0,Pequeno,Mini Gifts Distributors Ltd.,02-07-2003
10145,4,Enviado,3,8,2003,Motos,S32_4485,102,27,100.0,3251.34,Médio,Toys4GrownUps.com,25-08-2003
10159,12,Enviado,4,10,2003,Motos,S32_4485,102,23,100.0,2347.15,Pequeno,Corporate Gift Ideas Co.,10-10-2003
10169,12,Enviado,4,11,2003,Motos,S32_4485,102,34,100.0,3920.88,Médio,"Anna's Decorations, Ltd",04-11-2003
10180,7,Enviado,4,11,2003,Motos,S32_4485,102,22,100.0,2514.6,Pequeno,Daedalus Designs Imports,11-11-2003
10190,4,Enviado,4,11,2003,Motos,S32_4485,102,42,85.72,3600.24,Médio,Euro Shopping Channel,19-11-2003
10211,12,Enviado,1,1,2004,Motos,S32_4485,102,37,100.0,4040.03,Médio,Auto Canal Petit,15-01-2004
10224,5,Enviado,1,2,2004,Motos,S32_4485,102,30,100.0,3336.9,Médio,Daedalus Designs Imports,21-02-2004
10237,5,Enviado,2,4,2004,Motos,S32_4485,102,27,100.0,3113.64,Médio,Vitachrome Inc.,05-04-2004
10252,9,Enviado,2,5,2004,Motos,S32_4485,102,25,100.0,2832.0,Pequeno,Auto Canal Petit,26-05-2004
10264,7,Enviado,2,6,2004,Motos,S32_4485,102,34,97.97,3330.98,Médio,Gifts4AllAges.com,30-06-2004
10276,13,Enviado,3,8,2004,Motos,S32_4485,102,38,100.0,4304.64,Médio,Online Mini Collectables,02-08-2004
10285,4,Enviado,3,8,2004,Motos,S32_4485,102,26,100.0,2600.26,Pequeno,Marta's Replicas Co.,27-08-2004
10299,7,Enviado,3,9,2004,Motos,S32_4485,102,38,100.0,4382.16,Médio,"Toys of Finland, Co.",30-09-2004
10309,3,Enviado,4,10,2004,Motos,S32_4485,102,50,84.7,4235.0,Médio,Baane Mini Imports,15-10-2004
10319,8,Enviado,4,11,2004,Motos,S32_4485,102,22,100.0,2626.8,Pequeno,Microscale Inc.,03-11-2004
10331,4,Enviado,4,11,2004,Motos,S32_4485,102,32,100.0,5026.56,Médio,Motor Mint Distributors Inc.,17-11-2004
10341,4,Enviado,4,11,2004,Motos,S32_4485,102,31,71.02,2201.62,Pequeno,Salzburg Collectables,24-11-2004
10355,5,Enviado,4,12,2004,Motos,S32_4485,102,40,100.0,4326.8,Médio,Euro Shopping Channel,07-12-2004
10365,3,Enviado,1,1,2005,Motos,S32_4485,102,22,100.0,3425.18,Médio,Mini Creations Ltd.,07-01-2005
10375,15,Enviado,1,2,2005,Motos,S32_4485,102,41,100.0,4701.88,Médio,La Rochelle Gifts,03-02-2005
10390,12,Enviado,1,3,2005,Motos,S32_4485,102,45,48.98,2204.1,Pequeno,Mini Gifts Distributors Ltd.,04-03-2005
10403,5,Enviado,2,4,2005,Motos,S32_4485,102,45,100.0,5189.4,Médio,"UK Collectables, Ltd.",08-04-2005
10106,6,Enviado,1,2,2003,Carros Antigos,S50_1341,43,39,40.15,1565.85,Pequeno,Rovelli Gifts,17-02-2003
10120,12,Enviado,2,4,2003,Carros Antigos,S50_1341,43,49,50.62,2480.38,Pequeno,"Australian Collectors, Co.",29-04-2003
10133,7,Enviado,2,6,2003,Carros Antigos,S50_1341,43,27,50.19,1355.13,Pequeno,Euro Shopping Channel,27-06-2003
10143,1,Enviado,3,8,2003,Carros Antigos,S50_1341,43,34,36.66,1246.44,Pequeno,Mini Creations Ltd.,10-08-2003
10156,1,Enviado,4,10,2003,Carros Antigos,S50_1341,43,20,41.02,820.4,Pequeno,Euro Shopping Channel,08-10-2003
10168,13,Enviado,4,10,2003,Carros Antigos,S50_1341,43,48,51.93,2492.64,Pequeno,Technics Stores Inc.,28-10-2003
10199,1,Enviado,4,12,2003,Carros Antigos,S50_1341,43,29,38.4,1113.6,Pequeno,West Coast Collectables Co.,01-12-2003
10210,11,Enviado,1,1,2004,Carros Antigos,S50_1341,43,43,41.02,1763.86,Pequeno,Osaka Souveniers Co.,12-01-2004
10223,13,Enviado,1,2,2004,Carros Antigos,S50_1341,43,41,46.26,1896.66,Pequeno,"Australian Collectors, Co.",20-02-2004
10235,7,Enviado,2,4,2004,Carros Antigos,S50_1341,43,41,35.35,1449.35,Pequeno,"Royal Canadian Collectables, Ltd.",02-04-2004
10250,8,Enviado,2,5,2004,Carros Antigos,S50_1341,43,36,51.93,1869.48,Pequeno,The Sharp Gifts Warehouse,11-05-2004
10262,3,Cancelado,2,6,2004,Carros Antigos,S50_1341,43,49,37.97,1860.53,Pequeno,Euro Shopping Channel,24-06-2004
10275,13,Enviado,3,7,2004,Carros Antigos,S50_1341,43,38,45.39,1724.82,Pequeno,La Rochelle Gifts,23-07-2004
10284,5,Enviado,3,8,2004,Carros Antigos,S50_1341,43,33,51.93,1713.69,Pequeno,"Norway Gifts By Mail, Co.",21-08-2004
10296,1,Enviado,3,9,2004,Carros Antigos,S50_1341,43,26,48.44,1259.44,Pequeno,"Bavarian Collectables Imports, Co.",15-09-2004
10308,11,Enviado,4,10,2004,Carros Antigos,S50_1341,43,47,43.64,2051.08,Pequeno,Mini Classics,15-10-2004
10316,3,Enviado,4,11,2004,Carros Antigos,S50_1341,43,34,47.57,1617.38,Pequeno,giftsbymail.co.uk,01-11-2004
10328,7,Enviado,4,11,2004,Carros Antigos,S50_1341,43,34,51.93,1765.62,Pequeno,Rovelli Gifts,12-11-2004
10340,4,Enviado,4,11,2004,Carros Antigos,S50_1341,43,40,50.62,2024.8,Pequeno,Enaco Distributors,24-11-2004
10353,8,Enviado,4,12,2004,Carros Antigos,S50_1341,43,40,82.21,3288.4,Médio,Gift Ideas Corp.,04-12-2004
10361,3,Enviado,4,12,2004,Carros Antigos,S50_1341,43,33,82.59,2725.47,Pequeno,Souveniers And Things Co.,17-12-2004
10375,5,Enviado,1,2,2005,Carros Antigos,S50_1341,43,49,65.8,3224.2,Médio,La Rochelle Gifts,03-02-2005
10388,1,Enviado,1,3,2005,Carros Antigos,S50_1341,43,27,100.0,3211.38,Médio,FunGiftIdeas.com,03-03-2005
10398,5,Enviado,1,3,2005,Carros Antigos,S50_1341,43,49,36.66,1796.34,Pequeno,Reims Collectables,30-03-2005
10401,7,Em espera,2,4,2005,Carros Antigos,S50_1341,43,56,35.35,1979.6,Pequeno,Tekni Collectables Inc.,03-04-2005
10416,8,Enviado,2,5,2005,Carros Antigos,S50_1341,43,37,51.93,1921.41,Pequeno,L'ordine Souveniers,10-05-2005
10104,7,Enviado,1,1,2003,Caminhões e Ônibus,S50_1392,115,33,100.0,3705.24,Médio,Euro Shopping Channel,31-01-2003
10115,3,Enviado,2,4,2003,Caminhões e Ônibus,S50_1392,115,27,100.0,2843.91,Pequeno,Classic Legends Inc.,04-04-2003
10127,9,Enviado,2,6,2003,Caminhões e Ônibus,S50_1392,115,46,100.0,6176.42,Médio,Muscle Machine Inc,03-06-2003
10141,3,Enviado,3,8,2003,Caminhões e Ônibus,S50_1392,115,44,100.0,5500.44,Médio,Suominen Souveniers,01-08-2003
10151,1,Enviado,3,9,2003,Caminhões e Ônibus,S50_1392,115,26,100.0,3220.1,Médio,"Oulu Toy Supplies, Inc.",21-09-2003
10165,10,Enviado,4,10,2003,Caminhões e Ônibus,S50_1392,115,48,94.92,4556.16,Médio,"Dragon Souveniers, Ltd.",22-10-2003
10176,9,Enviado,4,11,2003,Caminhões e Ônibus,S50_1392,115,23,100.0,3114.89,Médio,L'ordine Souveniers,06-11-2003
10184,4,Enviado,4,11,2003,Caminhões e Ônibus,S50_1392,115,45,100.0,4948.2,Médio,"Iberia Gift Imports, Corp.",14-11-2003
10195,4,Enviado,4,11,2003,Caminhões e Ônibus,S50_1392,115,49,100.0,5161.17,Médio,Mini Classics,25-11-2003
10207,5,Enviado,4,12,2003,Caminhões e Ônibus,S50_1392,115,28,94.92,2657.76,Pequeno,Diecast Collectables,09-12-2003
10220,9,Enviado,1,2,2004,Caminhões e Ônibus,S50_1392,115,37,100.0,3983.05,Médio,"Clover Collections, Co.",12-02-2004
10230,7,Enviado,1,3,2004,Caminhões e Ônibus,S50_1392,115,34,100.0,3974.94,Médio,"Blauer See Auto, Co.",15-03-2004
10246,3,Enviado,2,5,2004,Caminhões e Ônibus,S50_1392,115,22,100.0,2928.42,Pequeno,Euro Shopping Channel,05-05-2004
10259,2,Enviado,2,6,2004,Caminhões e Ônibus,S50_1392,115,29,100.0,3054.57,Médio,Handji Gifts& Co,15-06-2004
10271,3,Enviado,3,7,2004,Caminhões e Ônibus,S50_1392,115,34,98.39,3345.26,Médio,Mini Gifts Distributors Ltd.,20-07-2004
10282,12,Enviado,3,8,2004,Caminhões e Ônibus,S50_1392,115,38,100.0,4310.72,Médio,Mini Gifts Distributors Ltd.,20-08-2004
10292,6,Enviado,3,9,2004,Caminhões e Ônibus,S50_1392,115,41,100.0,4983.14,Médio,Land of Toys Inc.,08-09-2004
10305,3,Enviado,4,10,2004,Caminhões e Ônibus,S50_1392,115,42,100.0,4618.32,Médio,Marta's Replicas Co.,13-10-2004
10314,12,Enviado,4,10,2004,Caminhões e Ônibus,S50_1392,115,28,100.0,3403.12,Médio,Heintze Collectables,22-10-2004
10325,4,Enviado,4,11,2004,Caminhões e Ônibus,S50_1392,115,38,100.0,5190.42,Médio,Baane Mini Imports,05-11-2004
10336,8,Enviado,4,11,2004,Caminhões e Ônibus,S50_1392,115,23,100.0,3141.57,Médio,"La Corne D'abondance, Co.",20-11-2004
10350,8,Enviado,4,12,2004,Caminhões e Ônibus,S50_1392,115,31,71.4,2213.4,Pequeno,Euro Shopping Channel,02-12-2004
10359,2,Enviado,4,12,2004,Caminhões e Ônibus,S50_1392,115,46,100.0,4896.7,Médio,Reims Collectables,15-12-2004
10371,10,Enviado,1,1,2005,Caminhões e Ônibus,S50_1392,115,48,56.55,2714.4,Pequeno,Mini Gifts Distributors Ltd.,23-01-2005
10383,13,Enviado,1,2,2005,Caminhões e Ônibus,S50_1392,115,29,100.0,3087.05,Médio,Euro Shopping Channel,22-02-2005
10395,4,Enviado,1,3,2005,Caminhões e Ônibus,S50_1392,115,46,100.0,5692.96,Médio,Lyon Souveniers,17-03-2005
10412,3,Enviado,2,5,2005,Caminhões e Ônibus,S50_1392,115,26,100.0,3460.86,Médio,Euro Shopping Channel,03-05-2005
10425,2,Em processamento,2,5,2005,Caminhões e Ônibus,S50_1392,115,18,100.0,1895.94,Pequeno,La Rochelle Gifts,31-05-2005
10104,2,Enviado,1,1,2003,Trens,S50_1514,58,32,53.31,1705.92,Pequeno,Euro Shopping Channel,31-01-2003
10117,11,Enviado,2,4,2003,Trens,S50_1514,58,21,49.21,1033.41,Pequeno,"Dragon Souveniers, Ltd.",16-04-2003
10127,4,Enviado,2,6,2003,Trens,S50_1514,58,46,69.12,3179.52,Médio,Muscle Machine Inc,03-06-2003
10142,14,Enviado,3,8,2003,Trens,S50_1514,58,42,49.79,2091.18,Pequeno,Mini Gifts Distributors Ltd.,08-08-2003
10153,13,Enviado,3,9,2003,Trens,S50_1514,58,31,57.41,1779.71,Pequeno,Euro Shopping Channel,28-09-2003
10165,5,Enviado,4,10,2003,Trens,S50_1514,58,38,66.78,2537.64,Pequeno,"Dragon Souveniers, Ltd.",22-10-2003
10176,4,Enviado,4,11,2003,Trens,S50_1514,58,38,64.44,2448.72,Pequeno,L'ordine Souveniers,06-11-2003
10185,15,Enviado,4,11,2003,Trens,S50_1514,58,20,48.62,972.4,Pequeno,Mini Creations Ltd.,14-11-2003
10196,7,Enviado,4,11,2003,Trens,S50_1514,58,46,62.09,2856.14,Pequeno,Super Scale Inc.,26-11-2003
10208,15,Enviado,1,1,2004,Trens,S50_1514,58,30,65.61,1968.3,Pequeno,"Saveley & Henriot, Co.",02-01-2004
10220,4,Enviado,1,2,2004,Trens,S50_1514,58,30,68.54,2056.2,Pequeno,"Clover Collections, Co.",12-02-2004
10230,2,Enviado,1,3,2004,Trens,S50_1514,58,43,52.14,2242.02,Pequeno,"Blauer See Auto, Co.",15-03-2004
10247,4,Enviado,2,5,2004,Trens,S50_1514,58,49,63.85,3128.65,Médio,Suominen Souveniers,05-05-2004
10272,4,Enviado,3,7,2004,Trens,S50_1514,58,43,56.82,2443.26,Pequeno,Diecast Classics Inc.,20-07-2004
10282,7,Enviado,3,8,2004,Trens,S50_1514,58,37,66.78,2470.86,Pequeno,Mini Gifts Distributors Ltd.,20-08-2004
10292,1,Enviado,3,9,2004,Trens,S50_1514,58,35,55.07,1927.45,Pequeno,Land of Toys Inc.,08-09-2004
10306,15,Enviado,4,10,2004,Trens,S50_1514,58,34,60.34,2051.56,Pequeno,"AV Stores, Co.",14-10-2004
10314,7,Enviado,4,10,2004,Trens,S50_1514,58,38,61.51,2337.38,Pequeno,Heintze Collectables,22-10-2004
10325,7,Enviado,4,11,2004,Trens,S50_1514,58,44,100.0,5932.96,Médio,Baane Mini Imports,05-11-2004
10337,6,Enviado,4,11,2004,Trens,S50_1514,58,21,100.0,2296.77,Pequeno,Classic Legends Inc.,21-11-2004
10350,17,Enviado,4,12,2004,Trens,S50_1514,58,44,100.0,6490.88,Médio,Euro Shopping Channel,02-12-2004
10359,4,Enviado,4,12,2004,Trens,S50_1514,58,25,64.93,1623.25,Pequeno,Reims Collectables,15-12-2004
10372,9,Enviado,1,1,2005,Trens,S50_1514,58,24,58.58,1405.92,Pequeno,"Tokyo Collectables, Ltd",26-01-2005
10383,10,Enviado,1,2,2005,Trens,S50_1514,58,38,60.06,2282.28,Pequeno,Euro Shopping Channel,22-02-2005
10395,3,Enviado,1,3,2005,Trens,S50_1514,58,45,100.0,8977.05,Grande,Lyon Souveniers,17-03-2005
10413,4,Enviado,2,5,2005,Trens,S50_1514,58,51,63.85,3256.35,Médio,Gift Depot Inc.,05-05-2005
10108,14,Enviado,1,3,2003,Motos,S50_4713,81,34,82.99,2821.66,Pequeno,Cruz & Sons Co.,03-03-2003
10121,1,Enviado,2,5,2003,Motos,S50_4713,81,44,74.85,3293.4,Médio,Reims Collectables,07-05-2003
10135,15,Enviado,3,7,2003,Motos,S50_4713,81,44,96.0,4224.0,Médio,Mini Gifts Distributors Ltd.,02-07-2003
10145,2,Enviado,3,8,2003,Motos,S50_4713,81,38,81.36,3091.68,Médio,Toys4GrownUps.com,25-08-2003
10159,10,Enviado,4,10,2003,Motos,S50_4713,81,31,71.6,2219.6,Pequeno,Corporate Gift Ideas Co.,10-10-2003
10169,10,Enviado,4,11,2003,Motos,S50_4713,81,48,80.55,3866.4,Médio,"Anna's Decorations, Ltd",04-11-2003
10180,5,Enviado,4,11,2003,Motos,S50_4713,81,21,93.56,1964.76,Pequeno,Daedalus Designs Imports,11-11-2003
10190,2,Enviado,4,11,2003,Motos,S50_4713,81,40,66.72,2668.8,Pequeno,Euro Shopping Channel,19-11-2003
10211,10,Enviado,1,1,2004,Motos,S50_4713,81,40,80.55,3222.0,Médio,Auto Canal Petit,15-01-2004
10224,3,Enviado,1,2,2004,Motos,S50_4713,81,50,77.29,3864.5,Médio,Daedalus Designs Imports,21-02-2004
10237,3,Enviado,2,4,2004,Motos,S50_4713,81,20,68.34,1366.8,Pequeno,Vitachrome Inc.,05-04-2004
10252,7,Enviado,2,5,2004,Motos,S50_4713,81,48,72.41,3475.68,Médio,Auto Canal Petit,26-05-2004
10264,5,Enviado,2,6,2004,Motos,S50_4713,81,47,89.5,4206.5,Médio,Gifts4AllAges.com,30-06-2004
10276,11,Enviado,3,8,2004,Motos,S50_4713,81,21,70.78,1486.38,Pequeno,Online Mini Collectables,02-08-2004
10285,2,Enviado,3,8,2004,Motos,S50_4713,81,39,78.92,3077.88,Médio,Marta's Replicas Co.,27-08-2004
10299,5,Enviado,3,9,2004,Motos,S50_4713,81,44,80.55,3544.2,Médio,"Toys of Finland, Co.",30-09-2004
10309,1,Enviado,4,10,2004,Motos,S50_4713,81,28,88.68,2483.04,Pequeno,Baane Mini Imports,15-10-2004
10319,6,Enviado,4,11,2004,Motos,S50_4713,81,45,77.29,3478.05,Médio,Microscale Inc.,03-11-2004
10331,5,Enviado,4,11,2004,Motos,S50_4713,81,20,100.0,3657.8,Médio,Motor Mint Distributors Inc.,17-11-2004
10341,3,Enviado,4,11,2004,Motos,S50_4713,81,38,100.0,4682.36,Médio,Salzburg Collectables,24-11-2004
10356,4,Enviado,4,12,2004,Motos,S50_4713,81,26,100.0,3937.7,Médio,Lyon Souveniers,09-12-2004
10365,2,Enviado,1,1,2005,Motos,S50_4713,81,44,100.0,4984.32,Médio,Mini Creations Ltd.,07-01-2005
10375,8,Enviado,1,2,2005,Motos,S50_4713,81,49,100.0,5406.66,Médio,La Rochelle Gifts,03-02-2005
10390,13,Enviado,1,3,2005,Motos,S50_4713,81,22,100.0,3491.18,Médio,Mini Gifts Distributors Ltd.,04-03-2005
10403,3,Enviado,2,4,2005,Motos,S50_4713,81,31,68.34,2118.54,Pequeno,"UK Collectables, Ltd.",08-04-2005
10105,5,Enviado,1,2,2003,Navios,S700_1138,66,41,70.67,2897.47,Pequeno,Danish Wholesale Imports,11-02-2003
10119,14,Enviado,2,4,2003,Navios,S700_1138,66,25,76.67,1916.75,Pequeno,Salzburg Collectables,28-04-2003
10129,5,Enviado,2,6,2003,Navios,S700_1138,66,31,60.0,1860.0,Pequeno,"Stylish Desk Decors, Co.",12-06-2003
10142,2,Enviado,3,8,2003,Navios,S700_1138,66,41,64.0,2624.0,Pequeno,Mini Gifts Distributors Ltd.,08-08-2003
10153,1,Enviado,3,9,2003,Navios,S700_1138,66,43,64.67,2780.81,Pequeno,Euro Shopping Channel,28-09-2003
10167,12,Cancelado,4,10,2003,Navios,S700_1138,66,43,75.34,3239.62,Médio,Scandinavian Gift Ideas,23-10-2003
10177,3,Enviado,4,11,2003,Navios,S700_1138,66,24,76.0,1824.0,Pequeno,CAF Imports,07-11-2003
10185,3,Enviado,4,11,2003,Navios,S700_1138,66,21,54.0,1134.0,Pequeno,Mini Creations Ltd.,14-11-2003
10197,9,Enviado,4,11,2003,Navios,S700_1138,66,23,64.67,1487.41,Pequeno,Enaco Distributors,26-11-2003
10208,3,Enviado,1,1,2004,Navios,S700_1138,66,38,74.67,2837.46,Pequeno,"Saveley & Henriot, Co.",02-01-2004
